country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Chile,Women,Secondary,1499,30,Single,2,1,Informal/no insurance employee,,yes,yes,,yes,yes,,yes,yes,No,yes,yes,,No,,,,,Internet and social media ,No,yes,yes,yes,No,yes,yes,yes,yes,Yes,,yes,,No,yes,1,No,0,,,,No,yes,0,,,,Yes,,,,,,yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,395,33,Single,3,0,Formal employee,No,,No,Decreased,yes,,,yes,,yes,yes,yes,,,,,yes,No,Public service announcement/speaker,No,No,No,No,No,No,yes,yes,yes,No,,No,,No,yes,0,No,0,,,,No,No,0,,,,Yes,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,431,28,Single,3,0,Did not work (not in the labor force),,yes,,,yes,,No,No,,yes,yes,yes,,,,,yes,,Radio/Television/Newspaper,No,No,yes,yes,No,yes,yes,No,yes,No,,No,,No,No,0,No,0,No,,No,No,No,0,,,,Yes,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,529,41,,4,1,Formal employee,No,yes,No,Increased,yes,yes,,yes,No,yes,No,yes,No,No,,,yes,No,Internet and social media ,yes,yes,No,No,No,No,No,yes,yes,No,,No,,No,yes,2,No,0,,,,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,40-44,35-44,Tertiary Education and More,0,0,0,,0,0,Matched (3),1
Chile,Women,Tertiary,1205,38,Single,1,0,Formal employee,No,yes,No,Increased,yes,yes,yes,yes,No,yes,yes,yes,,,,,,,Radio/Television/Newspaper,No,No,No,No,No,No,No,yes,yes,No,,No,,No,No,0,yes,1,No,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,1,35-39,35-44,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,1070,38,Living with partner/Cohabiting,4,1,Own Account Worker,yes,yes,yes,,yes,yes,,yes,yes,yes,No,yes,yes,No,,,,No,Radio/Television/Newspaper,yes,No,No,No,No,No,,yes,yes,No,,No,,No,yes,2,No,0,,,yes,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Tertiary,1194,52,Separated/Divorced,6,0,Other,,yes,,,yes,,yes,yes,,yes,yes,No,,yes,,,No,No,,No,yes,yes,,yes,,yes,yes,yes,Yes,,No,,No,yes,0,No,3,yes,No,No,No,No,0,,,,No,,,,,,yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,6-7,50-54,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Technical,1133,43,Single,2,1,Other,,yes,,,yes,yes,,No,No,yes,No,yes,,yes,,,,,Radio/Television/Newspaper,No,No,No,No,No,No,,No,yes,No,,No,,No,yes,1,yes,0,,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,Yes,No,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,244,33,Living with partner/Cohabiting,4,1,Formal employee,yes,yes,No,Increased,yes,yes,No,yes,yes,yes,No,yes,No,No,,,No,No,Internet and social media ,yes,yes,yes,yes,No,No,yes,No,yes,No,,No,,No,yes,2,yes,0,No,yes,yes,No,No,0,,,,Yes,,,,,,yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Tertiary,423,65,Living with partner/Cohabiting,2,0,Own Account Worker,yes,yes,yes,,yes,,,yes,,yes,yes,yes,yes,,,,,No,Radio/Television/Newspaper,No,No,No,No,No,No,,No,yes,No,,No,,No,yes,0,yes,0,,yes,yes,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Tertiary,33,25,Single,3,0,Not employed,,yes,,,yes,,yes,yes,,yes,yes,No,,,,,yes,,Internet and social media ,No,No,yes,yes,No,No,No,No,yes,No,,yes,,No,No,0,No,3,yes,,,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,1329,27,Living with partner/Cohabiting,3,0,Formal employee,No,yes,No,Increased,yes,,yes,yes,,yes,yes,yes,yes,,,,yes,,Internet and social media ,yes,No,No,No,No,,,yes,yes,No,,yes,,No,yes,0,yes,1,No,,,No,yes,0,,,,Yes,,,,,,No,No,No,No,No,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,No Education,1069,28,Living with partner/Cohabiting,2,0,Own Account Worker,yes,yes,No,Increased,yes,,,No,,yes,yes,yes,yes,,,,,,Radio/Television/Newspaper,No,yes,yes,yes,yes,yes,No,yes,yes,Yes,,No,,No,yes,0,No,0,,,yes,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,25-29,25-34,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Tertiary,177,60,,3,0,Formal employee,yes,yes,No,Decreased,yes,No,yes,yes,No,yes,No,No,yes,,,,yes,No,Public service announcement/speaker,No,No,No,No,No,,,No,yes,No,,No,,No,yes,0,yes,2,No,,yes,No,,0,,,,Yes,,,,,,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,,0,0,Matched (3),1
Chile,Women,Technical,726,69,Living with partner/Cohabiting,2,0,Retired/Pension,,yes,,,yes,,,yes,,yes,yes,yes,yes,,,,,,Radio/Television/Newspaper,No,yes,,yes,No,,,yes,yes,No,,No,,No,yes,0,No,0,,No,No,No,No,0,,,,Yes,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Secondary,768,25,Single,3,1,Other,,,,,yes,yes,yes,yes,yes,yes,No,No,,,,,yes,,Internet and social media ,yes,No,yes,yes,yes,yes,No,No,yes,No,,No,,No,No,2,No,1,No,,,No,yes,0,,,,Yes,,,,,,yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Chile,Women,Secondary,298,30,Single,2,1,Contributing family workers ,yes,No,,,yes,yes,No,No,yes,yes,No,No,,,,,,No,Radio/Television/Newspaper,No,No,yes,No,No,No,No,No,No,No,,yes,,No,yes,1,No,0,No,,yes,No,yes,0,,,,Yes,,,,,,yes,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Chile,Women,Secondary,1506,34,Separated/Divorced,3,1,Own Account Worker,,yes,yes,,yes,yes,,yes,No,yes,No,yes,,No,,,,,Internet and social media ,No,yes,yes,No,No,,,yes,yes,No,,No,,No,yes,2,No,0,,,,No,yes,0,,,,Yes,,,,,,yes,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Chile,Women,Secondary,1078,48,,3,1,Did not work (not in the labor force),,yes,,,No,No,No,No,No,No,No,No,No,yes,,,No,yes,Internet and social media ,yes,No,No,No,No,No,No,No,yes,No,,No,,No,yes,50,No,0,No,,No,No,yes,0,,,,Yes,,,,,,yes,No,Yes,Yes,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Secondary Education or Less,0,1,0,,0,0,Matched (3),1
Chile,Women,Tertiary,435,21,Separated/Divorced,4,1,Did not work (not in the labor force),,No,,,No,No,No,No,No,yes,No,No,,,,,,,Public service announcement/speaker,No,No,No,No,No,No,No,No,yes,No,,No,,No,yes,1,No,0,No,,,No,No,0,,,,Yes,,,,,,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,18-24,18-24,Tertiary Education and More,0,0,1,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,226,51,Living with partner/Cohabiting,5,1,Employer,yes,yes,yes,,yes,yes,,yes,No,yes,yes,yes,No,yes,,,,No,Radio/Television/Newspaper,yes,No,No,No,No,No,,yes,No,No,,No,,No,yes,1,yes,0,,,yes,No,No,0,,,,Yes,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,50-54,45-59,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Secondary,217,42,,4,1,Formal employee,No,yes,No,Increased,yes,yes,No,yes,yes,No,No,yes,No,,,,No,,Internet and social media ,No,No,yes,yes,No,yes,yes,yes,yes,No,,No,,No,yes,1,No,0,No,,yes,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,,0,0,Matched (3),1
Chile,Women,Technical,946,65,Separated/Divorced,1,0,Retired/Pension,,yes,,,No,No,No,No,No,yes,No,No,,,,,,No,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,No,No,,No,,No,yes,0,yes,0,No,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,1,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,1016,27,Single,2,0,Formal employee,yes,No,No,Increased,No,,No,No,,yes,yes,No,yes,,,,yes,,Radio/Television/Newspaper,No,No,yes,yes,No,No,No,yes,yes,No,,No,,No,yes,0,No,0,No,,,No,No,0,,,,No,,,,,,yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Technical,368,49,Separated/Divorced,3,1,Formal employee,yes,yes,yes,,No,yes,No,No,yes,yes,No,yes,,No,,,No,No,Internet and social media ,yes,No,No,No,No,No,No,yes,yes,Yes,,yes,,No,yes,1,No,0,No,,,No,yes,0,,,,Yes,,,,,,yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),1
Chile,Women,Secondary,953,34,,5,1,Own Account Worker,,yes,yes,,yes,yes,No,yes,No,yes,yes,No,yes,yes,,,No,,Radio/Television/Newspaper,No,yes,yes,No,No,yes,yes,yes,yes,Yes,,yes,,No,yes,3,No,0,No,,yes,No,yes,0,,,,No,,,,,,yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,,0,0,Matched (3),1
Chile,Women,Technical,1192,69,Single,2,1,Retired/Pension,,yes,,,yes,yes,,yes,No,yes,yes,yes,,,,,,,Radio/Television/Newspaper,No,yes,yes,No,No,No,No,No,yes,No,,No,,No,yes,1,No,0,,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,985,37,Living with partner/Cohabiting,4,1,Formal employee,yes,yes,No,Increased,No,yes,yes,No,yes,yes,No,yes,yes,,,,,,Public service announcement/speaker,No,No,No,No,No,yes,,yes,yes,No,,No,,No,yes,2,No,1,No,,No,No,,0,,,,No,,,,,,yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Tertiary,1346,44,Living with partner/Cohabiting,4,1,Own Account Worker,No,yes,No,No change,No,yes,No,No,No,yes,No,No,No,yes,,,,No,Official Government websites or other communication platforms,No,No,yes,yes,No,,,No,No,No,,No,,No,yes,2,No,0,No,,,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,40-44,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Primary,1031,46,Separated/Divorced,5,1,Own Account Worker,yes,,yes,,yes,No,No,yes,No,yes,No,No,No,yes,,,No,,Internet and social media ,,No,yes,No,No,yes,yes,yes,yes,No,,No,,No,yes,2,No,0,No,,No,No,,0,,,,No,,,,,,yes,yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,45-49,45-59,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Chile,Women,Primary,1402,35,Living with partner/Cohabiting,6,1,Not employed,,yes,,,No,yes,No,No,yes,yes,No,No,No,No,,,No,No,Radio/Television/Newspaper,No,yes,yes,No,No,No,No,yes,yes,No,,No,,No,yes,3,No,0,No,No,No,No,yes,0,,,,No,,,,,,No,yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Technical,1110,48,Living with partner/Cohabiting,3,1,Did not work (not in the labor force),,yes,,,yes,yes,yes,No,No,yes,No,No,No,No,,,yes,,Internet and social media ,yes,No,yes,yes,yes,yes,yes,yes,yes,No,,No,,No,No,18,,3,yes,,,No,yes,0,,,,Yes,,,,,,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Secondary,1436,45,Separated/Divorced,3,1,Formal employee,yes,,yes,,yes,yes,No,yes,yes,yes,No,No,,yes,,,,,Internet and social media ,yes,No,No,No,yes,No,No,No,No,No,,yes,,No,yes,1,No,0,No,,,No,yes,0,,,,Yes,,,,,,yes,No,Yes,No,No,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,6,51,Single,2,0,Formal employee,No,yes,No,Increased,yes,,yes,yes,,yes,yes,yes,,yes,,,,No,Internet and social media ,yes,No,yes,No,No,No,No,yes,yes,No,,No,,No,yes,0,yes,1,No,,,No,No,0,,,,No,,,,,,yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,50-54,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,902,21,,1,0,Formal employee,No,yes,No,Increased,yes,yes,No,yes,No,yes,yes,No,yes,,,,,,Internet and social media ,yes,yes,yes,yes,No,No,yes,yes,No,Yes,,No,,No,yes,0,No,0,No,,,No,No,0,,,,No,,,,,,yes,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,1,18-24,18-24,Tertiary Education and More,0,0,0,,0,0,Matched (3),1
Chile,Women,Tertiary,605,57,Widowed,3,0,Employer,No,yes,No,Increased,No,No,yes,No,No,yes,yes,No,,,,,,,Radio/Television/Newspaper,No,yes,yes,,No,,,yes,yes,Yes,,No,,No,yes,0,yes,3,yes,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,55-60,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,1009,64,Living with partner/Cohabiting,2,0,Not employed,,yes,,,yes,,,No,,yes,yes,yes,,,,,,,Internet and social media ,yes,No,No,yes,No,No,No,yes,yes,No,,yes,,yes,yes,0,yes,0,,yes,,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Secondary,781,31,Living with partner/Cohabiting,4,1,Contributing family workers ,,yes,,,No,yes,No,No,No,yes,No,No,yes,yes,,,No,,Public service announcement/speaker,yes,No,yes,No,No,No,No,No,No,No,,yes,,No,yes,2,No,0,No,,,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Technical,666,55,Living with partner/Cohabiting,3,0,Did not work (not in the labor force),,yes,,,yes,,yes,yes,,yes,yes,yes,yes,yes,,,,No,Public service announcement/speaker,No,No,yes,No,No,No,,No,yes,No,,No,,No,yes,0,No,1,No,,,No,No,0,,,,No,,,,,,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,55-60,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Technical,1060,64,,6,1,Retired/Pension,,yes,,,No,No,No,No,No,yes,yes,No,yes,yes,,,,,Radio/Television/Newspaper,yes,No,No,No,No,No,,yes,yes,No,,No,,No,yes,2,yes,0,No,,,No,No,0,,,,Yes,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,6-7,>=60,>60,Tertiary Education and More,0,0,0,,0,0,Matched (3),1
Chile,Women,Secondary,488,49,Living with partner/Cohabiting,4,1,Formal employee,yes,yes,No,Increased,yes,yes,yes,No,yes,yes,No,yes,No,No,,,No,No,Internet and social media ,No,No,No,No,No,No,No,No,yes,No,,No,,No,yes,1,yes,1,No,,yes,No,No,0,,,,No,,,,,,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,45-49,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Technical,959,21,Single,4,1,Did not work (not in the labor force),,yes,,,No,yes,No,No,yes,yes,No,No,,,,,yes,,Internet and social media ,yes,No,No,No,No,No,No,yes,yes,No,,No,,No,yes,1,No,0,No,,,No,No,0,,,,No,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,4-5,18-24,18-24,Tertiary Education and More,0,0,1,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,414,57,Single,2,0,Employer,yes,,yes,,yes,,,yes,,yes,yes,yes,,,,,yes,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,yes,No,,yes,,No,yes,0,yes,0,,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,55-60,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Technical,711,38,Single,10,1,Formal employee,yes,yes,No,Decreased,No,No,yes,No,No,yes,No,No,,,,,No,No,Radio/Television/Newspaper,yes,No,No,No,No,No,No,yes,yes,No,,No,,No,yes,3,No,1,No,,,No,No,0,,,,Yes,,,,,,yes,yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,8 and more,35-39,35-44,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),1
Chile,Women,Secondary,627,62,Separated/Divorced,2,0,Retired/Pension,,yes,,,yes,,yes,No,,yes,yes,yes,,,,,,,Radio/Television/Newspaper,No,No,yes,No,No,No,yes,yes,yes,No,,No,,No,yes,0,No,1,No,,yes,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Technical,115,49,Separated/Divorced,3,0,Formal employee,,yes,yes,,yes,,,yes,,yes,yes,yes,No,No,,,No,No,Internet and social media ,No,yes,yes,yes,,,,yes,yes,Yes,,yes,,No,yes,0,No,0,,,yes,No,yes,0,,,,Yes,,,,,,yes,No,Yes,No,No,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,1526,65,Widowed,3,0,Retired/Pension,,yes,,,yes,,yes,yes,,yes,yes,No,,yes,,,yes,No,,No,yes,yes,yes,No,yes,yes,yes,yes,Yes,,No,,No,yes,0,No,3,yes,,,No,No,0,,,,No,,,,,,yes,No,Yes,No,No,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,671,49,Separated/Divorced,2,1,Formal employee,yes,yes,No,Decreased,No,yes,No,No,No,yes,No,No,,No,,,No,No,Internet and social media ,yes,No,No,No,No,No,No,No,yes,Yes,,No,,No,yes,1,No,0,No,,,No,No,0,,,,Yes,,,,,,yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),1
Chile,Women,Tertiary,600,76,Separated/Divorced,1,0,Retired/Pension,,yes,,,yes,No,No,No,No,yes,No,yes,,,,,,No,"Community, including family and friends",No,No,yes,yes,,,,No,No,Yes,,No,,No,yes,0,yes,0,No,yes,yes,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,No,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,1,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Secondary,595,50,Living with partner/Cohabiting,3,0,Formal employee,No,yes,No,Increased,yes,,yes,yes,,yes,yes,yes,yes,,,,yes,No,Radio/Television/Newspaper,yes,yes,yes,No,No,No,yes,yes,yes,No,,No,,yes,yes,0,No,1,No,,,No,No,0,,,,Yes,,,,,,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,50-54,45-59,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Tertiary,770,31,Single,2,0,Formal employee,,yes,yes,,yes,No,yes,yes,No,yes,No,No,,,,,No,No,Public service announcement/speaker,No,yes,No,yes,No,yes,yes,yes,yes,No,,No,,No,yes,0,yes,3,yes,,,No,No,0,,,,Yes,,,,,,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Tertiary,591,43,,3,1,Formal employee,No,yes,No,Increased,yes,yes,yes,yes,yes,yes,No,No,No,No,,,No,No,Radio/Television/Newspaper,No,yes,yes,yes,No,,,yes,yes,No,,No,,No,yes,1,No,2,No,No,yes,No,No,0,,,,Yes,,,,,,No,No,Yes,Yes,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,,0,0,Matched (3),1
Chile,Women,Secondary,227,36,Living with partner/Cohabiting,2,0,Formal employee,yes,yes,yes,,yes,,No,No,,yes,yes,yes,yes,,,,,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,yes,yes,No,,No,,No,yes,0,No,0,No,,,No,No,0,,,,Yes,,,,,,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,35-39,35-44,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Tertiary,391,36,Living with partner/Cohabiting,3,1,Own Account Worker,No,yes,No,No change,yes,yes,No,No,yes,yes,No,yes,yes,,,,No,No,Internet and social media ,yes,No,No,yes,No,No,,yes,No,No,,No,,No,yes,1,,0,No,,No,No,No,0,,,,Yes,,,,,,yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Chile,Women,Tertiary,1438,48,Living with partner/Cohabiting,2,0,Own Account Worker,yes,yes,No,No change,yes,,,No,,yes,yes,yes,,,,,,,Official Government websites or other communication platforms,yes,No,No,No,No,No,,yes,No,No,,yes,,No,No,0,yes,0,,,,No,No,0,,,,Yes,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Technical,578,57,Separated/Divorced,2,0,Formal employee,No,yes,No,No change,No,,No,No,,yes,yes,yes,,,,,yes,yes,Internet and social media ,No,No,No,No,No,No,,yes,yes,No,,No,,No,yes,0,yes,0,No,No,No,No,No,0,,,,Yes,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,55-60,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Chile,Women,Technical,576,53,Living with partner/Cohabiting,3,0,Formal employee,No,yes,No,Increased,yes,,No,yes,,yes,yes,yes,No,,,,,,Radio/Television/Newspaper,yes,No,No,No,,,,yes,yes,No,,No,,No,yes,0,yes,0,No,,,No,No,0,,,,Yes,,,,,,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,50-54,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Chile,Women,Tertiary,568,43,,3,0,Own Account Worker,,No,yes,,yes,,,No,,yes,yes,yes,,No,,,,,Radio/Television/Newspaper,No,yes,No,No,No,No,yes,yes,yes,No,,No,,No,yes,0,No,0,,,yes,No,,0,,,,No,,,,,,yes,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,,0,0,Matched (3),1
